id,year,make,model,trim1,trim2,area,train,size,color,simplified_color,stratifeature
a9f81ac6922a,2014,Mercedes-Benz,M-Class,M-Class,ML350 4MATIC,8994516,FALSE,medium,White,White,medium-White
aa3cf5d8dfa6,2014,Mazda,CX-5,CX-5,Touring,9089241,FALSE,medium,White,White,medium-White
aa45249ef455,2016,Chevrolet,Equinox,Equinox,LT,9808399,FALSE,medium,Black,Black,medium-Non-white
aad71d02744c,2015,Chrysler,200,200,S,8662209,FALSE,medium,Gray,Gray,medium-Non-white
ab0a766f1d2e,2015,Chrysler,Town and Country,Town and Country,Touring,9826341,FALSE,medium,White,White,medium-White
abb9e780a113,2013,Hyundai,Tucson,Tucson,GLS,8806316,FALSE,medium,Black,Black,medium-Non-white
abca7c41cc82,2016,Nissan,Pathfinder,Pathfinder,S,9692910,FALSE,medium,White,White,medium-White
abcf91cea17d,2015,Chevrolet,Equinox,Equinox,LT,8704991,FALSE,medium,Gray,Gray,medium-Non-white
ac0e36acfb8a,2016,INFINITI,QX70,QX70,Base,9440073,FALSE,medium,Black,Black,medium-Non-white
ac3f638cbe7f,2013,BMW,X6,X6,xDrive35i w/Premium Pkg,8881312,FALSE,medium,Black,Black,medium-Non-white
ac6556b39a6c,2015,Honda,Odyssey,Odyssey,EX-L,9630848,FALSE,medium,White,White,medium-White
ac6e9812857d,2015,Toyota,Sienna,Sienna,LE 8-Passenger,9948246,FALSE,medium,Red,Red,medium-Non-white
aca8f8855f56,2016,Ford,Escape,Escape,SE,9003616,FALSE,medium,Black,Black,medium-Non-white
acd3bcd8e14a,2013,Buick,Enclave,Enclave,Leather,8940389,FALSE,medium,White,White,medium-White
acd4e299630f,2015,Kia,K900,K900,Luxury,9463666,FALSE,medium,Black,Black,medium-Non-white
ace04c816158,2012,Honda,Odyssey,Odyssey,EX,8950869,FALSE,medium,Gray,Gray,medium-Non-white
ad294b8d5363,2014,Toyota,Camry,Camry,SE,8628663,FALSE,medium,Black,Black,medium-Non-white
ad9b982d9546,2013,GMC,Terrain,Terrain,SLE-1,8908834,FALSE,medium,Black,Black,medium-Non-white
adbd1752cb09,2014,Nissan,Pathfinder,Pathfinder,SL,8660028,FALSE,medium,Black,Black,medium-Non-white
adefbb7980c8,2012,Chevrolet,Equinox,Equinox,LT,8756799,FALSE,medium,Black,Black,medium-Non-white
adfcb8233af6,2013,Kia,Sorento,Sorento,LX,9545521,FALSE,medium,Black,Black,medium-Non-white
ae53d646b4ae,2013,Buick,Enclave,Enclave,Leather,9486690,FALSE,medium,White,White,medium-White
ae698f0b117e,2015,Nissan,Altima,Altima,3.5 SL,8607479,FALSE,medium,Black,Black,medium-Non-white
aeae9a9b2e6c,2014,Ford,C-MAX Hybrid,C-MAX Hybrid,SEL,8656262,FALSE,medium,Red,Red,medium-Non-white
aeb3639fc732,2013,Cadillac,SRX,SRX,Luxury Collection,8711471,FALSE,medium,Black,Black,medium-Non-white
afbd37f40b7d,2016,Jeep,Patriot,Patriot,High Altitude,8775490,FALSE,medium,Gray,Gray,medium-Non-white
afdc9080146d,2014,Nissan,Frontier,Frontier,S,9125545,FALSE,medium,Black,Black,medium-Non-white
afea6fd186d3,2013,BMW,X3,X3,xDrive28i,9266786,FALSE,medium,Gray,Gray,medium-Non-white
b0336d8d4e7e,2015,Chevrolet,Malibu,Malibu,LTZ,8663546,FALSE,medium,White,White,medium-White
b0610b7e663c,2016,Kia,Optima,Optima,LX,8682426,FALSE,medium,Red,Red,medium-Non-white
b069726c89f4,2013,GMC,Terrain,Terrain,SLE-2,8660295,FALSE,medium,White,White,medium-White
b1449a0d604a,2013,Chevrolet,Equinox,Equinox,LS,8667508,FALSE,medium,White,White,medium-White
b17fc662cf01,2013,Toyota,Highlander,Highlander,Base,9425146,FALSE,medium,White,White,medium-White
b1e904842f26,2013,Nissan,Rogue,Rogue,SV,8868081,FALSE,medium,Gray,Gray,medium-Non-white
b1f2b4e18ad1,2014,Kia,Cadenza,Cadenza,Premium w/Luxury Pkg,8814874,FALSE,medium,Yellow,Others,medium-Non-white
b201ea3eabc9,2013,GMC,Terrain,Terrain,SLE-1,8937765,FALSE,medium,Black,Black,medium-Non-white
b28165ef63cd,2014,Toyota,Tacoma,Tacoma,V6 W/ Towing Pkg,9489128,FALSE,medium,Black,Black,medium-Non-white
b2cc4ad8efa7,2014,Toyota,Camry,Camry,SE,8690156,FALSE,medium,Gray,Gray,medium-Non-white
b3178ab642da,2014,,,Terrain,SLE-1,8672305,FALSE,medium,Gray,Gray,medium-Non-white
b3728929c66c,2012,Hyundai,Santa Fe,Santa Fe,Limited,9594424,FALSE,medium,Black,Black,medium-Non-white
b3df70a10274,2016,Jeep,Renegade,Renegade,Limited,8720444,FALSE,medium,Red,Red,medium-Non-white
b417c25db2f3,2015,Dodge,Journey,Journey,SXT,9700457,FALSE,medium,Black,Black,medium-Non-white
b48221457aa2,2013,Kia,Sorento,Sorento,EX,9635779,FALSE,medium,Red,Red,medium-Non-white
b4cccbca3006,2013,Chevrolet,Captiva Sport,Captiva Sport,LT,9231865,FALSE,medium,White,White,medium-White
b51440d35878,2011,GMC,Terrain,Terrain,SLT-1,9811436,FALSE,medium,Gray,Gray,medium-Non-white
b58cc561e560,2016,Lexus,NX 200t,NX 200t,F SPORT,9005478,TRUE,medium,White,White,medium-White
b5c0e4a0869f,2014,Kia,Optima Hybrid,Optima Hybrid,EX,8589589,FALSE,medium,White,White,medium-White
b5ede9fee7f7,2012,Hyundai,Veracruz,Veracruz,GLS,9594026,FALSE,medium,Yellow,Others,medium-Non-white
b5fc63c5f217,2011,Cadillac,SRX,SRX,Luxury Collection,8672689,FALSE,medium,Black,Black,medium-Non-white
b6967cc95fe3,2011,Jeep,Grand Cherokee,Grand Cherokee,Laredo,8939538,FALSE,medium,Black,Black,medium-Non-white
b6e2c0a2e270,2013,Ford,Edge,Edge,SEL,9728610,FALSE,medium,White,White,medium-White
b6ff6bc7678b,2012,Land Rover,LR2,LR2,HSE,9298535,FALSE,medium,Gray,Gray,medium-Non-white
b7271a6b90ee,2015,Dodge,Challenger,Challenger,SRT 392,9229119,FALSE,medium,Black,Black,medium-Non-white
b76793a5fa04,2015,Dodge,Charger,Charger,R/T,8722569,FALSE,medium,Black,Black,medium-Non-white
b7f91fc2ba1f,2014,Hyundai,Santa Fe Sport,Santa Fe Sport,2.4L,8647981,FALSE,medium,White,White,medium-White
b7f9c9aaa739,2010,Honda,Accord Crosstour,Accord Crosstour,EX-L w/Navi,8805963,FALSE,medium,Black,Black,medium-Non-white
b806214db6c2,2013,Lincoln,MKX,MKX,Base,9869493,FALSE,medium,White,White,medium-White
b8240d50f1a7,2014,Mercedes-Benz,M-Class,M-Class,ML 350 4MATIC w/ Premium Pkg 1,9382272,FALSE,medium,Black,Black,medium-Non-white
b82f3c21600f,2016,Jeep,Cherokee,Cherokee,Limited,9166709,FALSE,medium,Black,Black,medium-Non-white
b87ebd900472,2012,Cadillac,SRX,SRX,Luxury Collection,9062197,FALSE,medium,Black,Black,medium-Non-white
b92ead9cc08f,2014,Dodge,Charger,Charger,SE,9115799,FALSE,medium,Black,Black,medium-Non-white
b9500fa0170f,2014,GMC,Terrain,Terrain,SLE-2,8729727,FALSE,medium,Black,Black,medium-Non-white
b95510bbbda5,2014,Kia,Sorento,Sorento,LX,8760704,FALSE,medium,Black,Black,medium-Non-white
b966d686887d,2013,BMW,5 Series,5 Series,528i xDrive,8630913,FALSE,medium,Black,Black,medium-Non-white
b9ba86d9c961,2013,Toyota,Avalon,Avalon,XLE,8654700,FALSE,medium,Red,Red,medium-Non-white
b9c0b622c8fc,2013,Ford,Fusion,Fusion,SE,8777268,FALSE,medium,Black,Black,medium-Non-white
ba0542f7cfce,2016,Honda,Pilot,Pilot,Touring,9644501,FALSE,medium,White,White,medium-White
ba6e35e50c07,2014,Buick,Enclave,Enclave,Leather,9721856,FALSE,medium,Black,Black,medium-Non-white
ba8c0a08dc39,2015,Jeep,Cherokee,Cherokee,Latitude,9150019,FALSE,medium,White,White,medium-White
baadbac62d35,2014,Chrysler,300,300,Base,9179391,FALSE,medium,Yellow,Others,medium-Non-white
baafc55866d1,2013,Honda,Odyssey,Odyssey,EX-L,8983887,FALSE,medium,White,White,medium-White
bad53871c7d9,2016,Lincoln,MKT,MKT,EcoBoost,9557918,TRUE,medium,Blue,Blue,medium-Non-white
baec844e39c2,2014,Jeep,Compass,Compass,Latitude,8611298,FALSE,medium,Black,Black,medium-Non-white
bb4755980e6c,2013,Honda,CR-V,CR-V,EX-L w/DVD,8949556,FALSE,medium,Black,Black,medium-Non-white
bb87169507e6,2012,Jeep,Wrangler Unlimited,Wrangler Unlimited,Sahara,9343706,FALSE,medium,Red,Red,medium-Non-white
bb8bc96193fb,2012,Dodge,Charger,Charger,R/T,8709328,FALSE,medium,Black,Black,medium-Non-white
bb8fc6dc1d19,2015,Chrysler,300,300,S,8607555,FALSE,medium,Black,Black,medium-Non-white
bba2d952f7ed,2014,Dodge,Durango,Durango,Limited,8964820,FALSE,medium,Black,Black,medium-Non-white
bbfecde2ac07,2014,Chevrolet,Impala,Impala,LS,9016322,FALSE,medium,White,White,medium-White
bc202073bf8c,2016,Jeep,Renegade,Renegade,Latitude,8711767,FALSE,medium,Red,Red,medium-Non-white
bc6d6e6d9f2d,2015,Chevrolet,Impala,Impala,LTZ,9161201,FALSE,medium,White,White,medium-White
bcd5ffd09a67,2014,Nissan,Maxima,Maxima,3.5 SV,8604792,FALSE,medium,White,White,medium-White
bd10a3a5c94c,2016,Hyundai,Tucson,Tucson,SE,8977348,FALSE,medium,Black,Black,medium-Non-white
bd260a9c8c29,2015,Lexus,RX 350,RX 350,Base,9780631,FALSE,medium,White,White,medium-White
bd2da9bed82c,2013,Chevrolet,Equinox,Equinox,LT,9672593,FALSE,medium,White,White,medium-White
bd2ee90a8406,2012,Buick,LaCrosse,LaCrosse,Base,8613085,FALSE,medium,Black,Black,medium-Non-white
bd764fd75ff3,2014,Nissan,Xterra,Xterra,S,9403799,FALSE,medium,Black,Black,medium-Non-white
bd8d5780ed04,2015,BMW,X4,X4,xDrive28i,9052319,TRUE,medium,White,White,medium-White
be4182e45852,2012,Mazda,CX-9,CX-9,Touring,8867311,FALSE,medium,Black,Black,medium-Non-white
be5c28ef6ac8,2014,Lexus,RX 350,RX 350,Base W/ Luxury Pkg,8821114,FALSE,medium,Red,Red,medium-Non-white
bf153903dacf,2014,Chevrolet,Equinox,Equinox,LS,8674491,FALSE,medium,Black,Black,medium-Non-white
bf551edf7a62,2013,Buick,Enclave,Enclave,Leather,9475953,FALSE,medium,Red,Red,medium-Non-white
bf5c32c4b368,2012,Toyota,4Runner,4Runner,SR5,8583748,FALSE,medium,Gray,Gray,medium-Non-white
bf93cff3950a,2013,BMW,5 Series,5 Series,535i,8768413,FALSE,medium,White,White,medium-White
bfa9637457f7,2010,Honda,CR-V,CR-V,EX-L w/Navi,8831315,FALSE,medium,Gray,Gray,medium-Non-white
c03da2ebdde5,2015,Chevrolet,Equinox,Equinox,LT,8759923,FALSE,medium,White,White,medium-White
c0459cae777e,2014,Jeep,Grand Cherokee,Grand Cherokee,Laredo,9933458,FALSE,medium,Black,Black,medium-Non-white
c0957de6b1fb,2013,Ford,Edge,Edge,SEL,9753103,FALSE,medium,Black,Black,medium-Non-white
c0cb670f89f1,2011,Ford,Explorer,Explorer,Limited,9828823,FALSE,medium,Black,Black,medium-Non-white
c1de98e11cd8,2014,Mercedes-Benz,GLK,GLK,GLK 350,8985967,FALSE,medium,Black,Black,medium-Non-white
c224585d3bd1,2013,BMW,X5,X5,xDrive35i Sport Activity,9455058,FALSE,medium,Black,Black,medium-Non-white
c271c8ca2ef5,2013,Audi,Q7,Q7,3.0T quattro Premium Plus,8898321,FALSE,medium,Black,Black,medium-Non-white
c2c2e180fdbf,2015,Ford,Edge,Edge,Titanium,9872376,FALSE,medium,White,White,medium-White
c2ea77719a08,2013,Toyota,Highlander,Highlander,Limited,9121151,FALSE,medium,White,White,medium-White
c353e364e931,2016,Chevrolet,SS,SS,Base,8846097,TRUE,medium,Black,Black,medium-Non-white
c3614abc7405,2014,Lexus,RX 450h,RX 450h,Base,8683538,TRUE,medium,Black,Black,medium-Non-white
c36d1dde9d96,2016,Jeep,Renegade,Renegade,Latitude,8734780,FALSE,medium,White,White,medium-White
c3dafdb02e7f,2016,Dodge,Challenger,Challenger,R/T Scat Pack,9199164,TRUE,medium,Black,Black,medium-Non-white
c4947213ef8f,2014,Dodge,Grand Caravan,Grand Caravan,SXT,9629211,FALSE,medium,Red,Red,medium-Non-white
c4e5782719d1,2015,Honda,Odyssey,Odyssey,Touring,9849490,FALSE,medium,Black,Black,medium-Non-white
c521d9f33f8b,2016,Jeep,Grand Cherokee,Grand Cherokee,Overland,9223005,FALSE,medium,Gray,Gray,medium-Non-white
c593127ed675,2013,Honda,CR-V,CR-V,EX,8631748,FALSE,medium,Black,Black,medium-Non-white
c5cf7e778c5e,2013,Acura,MDX,MDX,SH-AWD,8773666,FALSE,medium,Black,Black,medium-Non-white
c5f4ae5e1907,2013,Toyota,RAV4,RAV4,Limited,9049851,FALSE,medium,Black,Black,medium-Non-white
c685cec2bb02,2014,Mercedes-Benz,E-Class,E-Class,E 350 Luxury,8612590,FALSE,medium,White,White,medium-White
c689e59a5831,2015,Chevrolet,Impala,Impala,LT,9182298,FALSE,medium,White,White,medium-White
c6e3037150c9,2014,Chevrolet,Equinox,Equinox,LS,8856651,FALSE,medium,White,White,medium-White
c6f1b1bd75de,2014,BMW,7 Series,7 Series,750Li,9685583,FALSE,medium,White,White,medium-White
c6f50d44f141,2015,Mazda,Mazda5,Mazda5,Sport,9051767,TRUE,medium,Gray,Gray,medium-Non-white
c719cd096e91,2014,GMC,Terrain,Terrain,SLE-2,9702405,FALSE,medium,Yellow,Others,medium-Non-white
c73ad7bc991b,2014,Jeep,Patriot,Patriot,Latitude,8708149,FALSE,medium,Black,Black,medium-Non-white
c78e8af2cc3e,2014,Chevrolet,Equinox,Equinox,LS,8873793,FALSE,medium,White,White,medium-White
c7a94c46a3b2,2013,Hyundai,Tucson,Tucson,GLS,8828800,TRUE,medium,Black,Black,medium-Non-white
c7ca9ea7d7ce,2014,Buick,Enclave,Enclave,Leather,8921860,FALSE,medium,Black,Black,medium-Non-white
c7eac6565eea,2013,Toyota,RAV4,RAV4,LE,8715534,FALSE,medium,Black,Black,medium-Non-white
c88e25def17a,2011,Honda,Odyssey,Odyssey,EX,9005122,FALSE,medium,Black,Black,medium-Non-white
c96d53bd4c23,2013,Cadillac,SRX,SRX,Base,8912629,FALSE,medium,White,White,medium-White
c9840d882da6,2014,,,Terrain,SLE-2,8736645,FALSE,medium,White,White,medium-White
ca35a7f7b873,2015,Kia,Sorento,Sorento,LX,8981207,FALSE,medium,Red,Red,medium-Non-white
ca91b66fa76e,2014,Chevrolet,Equinox,Equinox,LT,9064058,FALSE,medium,Gray,Gray,medium-Non-white
cabb00c66877,2013,Dodge,Charger,Charger,SXT,8671039,FALSE,medium,Gray,Gray,medium-Non-white
cafee4122080,2016,Ford,Escape,Escape,Titanium,9140993,TRUE,medium,Black,Black,medium-Non-white
cbd1b216ba3d,2015,Dodge,Challenger,Challenger,R/T Plus,9112348,FALSE,medium,White,White,medium-White
cc4766c37608,2014,Chrysler,300,300,S,9167181,FALSE,medium,White,White,medium-White
cc822d48e9c0,2014,Kia,Cadenza,Cadenza,Premium w/ Luxury Pkg,8827485,FALSE,medium,White,White,medium-White
ccba30f2e3c8,2013,Dodge,Challenger,Challenger,SXT,9154759,FALSE,medium,Black,Black,medium-Non-white
ccc61448017f,2013,Toyota,Sienna,Sienna,L 7-Passenger,9264558,FALSE,medium,White,White,medium-White
ccf89ae78a3f,2013,Ford,Edge,Edge,SE,9073805,FALSE,medium,Black,Black,medium-Non-white
cd16f65a8e6d,2013,Ford,Edge,Edge,SE,9082868,FALSE,medium,Blue,Blue,medium-Non-white
cd2b06ada4d4,2015,GMC,Terrain,Terrain,SLE-2,8749372,FALSE,medium,Black,Black,medium-Non-white
cd7a6d1dfcb7,2013,Acura,TL,TL,w/Tech,8632013,FALSE,medium,White,White,medium-White
cd85a6ee8f5c,2015,Lexus,NX 300h,NX 300h,Base,8769589,FALSE,medium,White,White,medium-White
cdb152523e1a,2013,INFINITI,M37,M37,x,9001722,FALSE,medium,Gray,Gray,medium-Non-white
cdbb0d6c654b,2012,Toyota,Sienna,Sienna,Base 7-Passenger,9252659,FALSE,medium,Red,Red,medium-Non-white
cdcf346a401b,2015,GMC,Terrain,Terrain,SLT-1,9405538,FALSE,medium,Black,Black,medium-Non-white
cde9c47e71da,2014,Chrysler,300,300,S,8642125,FALSE,medium,Red,Red,medium-Non-white
ce26c7cd0a5a,2014,Chrysler,Town and Country,Town and Country,Touring,9900130,FALSE,medium,Black,Black,medium-Non-white
ce39bace8872,2013,GMC,Terrain,Terrain,SLE-2,9395393,FALSE,medium,Black,Black,medium-Non-white
ce514ac84d6e,2014,Ford,Taurus,Taurus,SHO,9511035,FALSE,medium,Yellow,Others,medium-Non-white
ce6239727b35,2013,Honda,Odyssey,Odyssey,EX-L,9007351,FALSE,medium,Black,Black,medium-Non-white
ce72f4e2c1ea,2012,Land Rover,Range Rover,Range Rover,HSE LUX,9890961,FALSE,medium,White,White,medium-White
ce8333a84acd,2015,Toyota,4Runner,4Runner,SR5,9493782,FALSE,medium,White,White,medium-White
ceeb0818d707,2014,Ford,Edge,Edge,Limited,9794748,FALSE,medium,Red,Red,medium-Non-white
cf36d468988e,2012,Toyota,RAV4,RAV4,Limited,9119371,FALSE,medium,Yellow,Others,medium-Non-white
cf7cd8e30b66,2016,Chevrolet,Equinox,Equinox,LS,9705691,FALSE,medium,White,White,medium-White
cf82525809dd,2014,Ford,Taurus,Taurus,SEL,8606013,FALSE,medium,Gray,Gray,medium-Non-white
cf98ee255ceb,2014,Buick,Enclave,Enclave,Leather,9475866,FALSE,medium,Black,Black,medium-Non-white
cfd06fa0a938,2013,Acura,MDX,MDX,SH-AWD,9938365,FALSE,medium,Yellow,Others,medium-Non-white
d0359e13a39f,2013,Toyota,4Runner,4Runner,SR5,9645282,FALSE,medium,Black,Black,medium-Non-white
d0e1e76af411,2012,Audi,Q5,Q5,2.0T quattro Premium Plus,9084919,FALSE,medium,Black,Black,medium-Non-white
d13e9b2a5f00,2015,Nissan,Rogue,Rogue,SL,9444983,FALSE,medium,Black,Black,medium-Non-white
d1489bdff91e,2015,Chevrolet,Equinox,Equinox,LTZ,8752937,FALSE,medium,White,White,medium-White
d164d0068289,2014,Jeep,Grand Cherokee,Grand Cherokee,Overland w/ Towing Pkg,9207754,FALSE,medium,Black,Black,medium-Non-white
d196c6ea8f63,2012,Hyundai,Santa Fe,Santa Fe,GLS,9317692,FALSE,medium,Black,Black,medium-Non-white
d1a3af34e674,2013,Buick,LaCrosse,LaCrosse,Premium 2,8994092,TRUE,medium,Black,Black,medium-Non-white
d1e459c1387b,2015,Chevrolet,Equinox,Equinox,LS,8688918,FALSE,medium,Black,Black,medium-Non-white
d1f1f558ecfc,2014,Dodge,Grand Caravan,Grand Caravan,SXT,9002698,FALSE,medium,Red,Red,medium-Non-white
d22497cf899c,2013,Ford,Fusion,Fusion,Titanium,8706803,FALSE,medium,Yellow,Others,medium-Non-white
d2266a76d53f,2014,Kia,Cadenza,Cadenza,Premium,8695046,FALSE,medium,White,White,medium-White
d233f1a10406,2012,Hyundai,Azera,Azera,Base,8622944,FALSE,medium,Red,Red,medium-Non-white
d28da73b49b1,2015,Jeep,Renegade,Renegade,Sport,8688632,FALSE,medium,White,White,medium-White
d2b2bd3f8120,2013,Mazda,CX-9,CX-9,Touring,9279428,FALSE,medium,Black,Black,medium-Non-white
d3042429f753,2014,Buick,Enclave,Enclave,Leather,9490887,FALSE,medium,Black,Black,medium-Non-white
d37a773f2103,2013,GMC,Terrain,Terrain,SLE-1,8594286,FALSE,medium,Gray,Gray,medium-Non-white
d3a717239916,2014,Nissan,Rogue Select,Rogue Select,S,8822474,FALSE,medium,Red,Red,medium-Non-white
d3be20cd6ed2,2014,GMC,Terrain,Terrain,SLE-1,8693414,FALSE,medium,Black,Black,medium-Non-white
d4a8bb9e4444,2014,Nissan,Altima,Altima,2.5 SV,8596376,FALSE,medium,White,White,medium-White
d5129c806ea5,2015,Nissan,Rogue Select,Rogue Select,S,8915536,FALSE,medium,White,White,medium-White
d533d6d9d221,2014,Kia,Sorento,Sorento,LX,9700176,FALSE,medium,White,White,medium-White
d5579e801363,2013,Cadillac,SRX,SRX,Luxury Collection,9556966,FALSE,medium,Black,Black,medium-Non-white
d57397e7dc98,2014,GMC,Terrain,Terrain,SLE-2,9699507,FALSE,medium,White,White,medium-White
d5b879ca999f,2012,Chrysler,Town and Country,Town & Country,Touring,8943817,FALSE,medium,White,White,medium-White
d60238603291,2016,Chevrolet,Impala,Impala,LT,9109747,FALSE,medium,White,White,medium-White
d653fffadba7,2015,Lincoln,MKC,MKC,Base,8929773,FALSE,medium,White,White,medium-White
d6b2f589c3b0,2014,Buick,Enclave,Enclave,Premium,9937621,FALSE,medium,White,White,medium-White
d7195de7c35d,2016,Chevrolet,Malibu,Malibu,LT,8717924,FALSE,medium,Red,Red,medium-Non-white
d7b655d3515d,2012,Acura,MDX,MDX,SH-AWD w/Tech,9925543,FALSE,medium,Black,Black,medium-Non-white
d834e8aa271c,2014,Ford,Edge,Edge,SEL,8589753,FALSE,medium,Black,Black,medium-Non-white
d83925a0fac9,2014,GMC,Terrain,Terrain,SLE-2,9713156,FALSE,medium,Black,Black,medium-Non-white
d897fc52ff78,2015,Subaru,Outback,Outback,2.5i Premium,8594254,FALSE,medium,Black,Black,medium-Non-white
d8e1c401ac3c,2016,Ford,Fusion Hybrid,Fusion Hybrid,SE,8815128,TRUE,medium,Black,Black,medium-Non-white
d90c8a628193,2012,Cadillac,SRX,SRX,Premium Collection,9575515,FALSE,medium,Gray,Gray,medium-Non-white
d913f756bb6f,2015,Dodge,Challenger,Challenger,SRT 392,9177247,FALSE,medium,Black,Black,medium-Non-white
d92f8fa51291,2013,Ford,Taurus,Taurus,SHO,8602472,FALSE,medium,Red,Red,medium-Non-white
d97dd40c0f2b,2014,Jeep,Cherokee,Cherokee,Latitude,9133224,FALSE,medium,Gray,Gray,medium-Non-white
da14e5be7c8d,2014,Nissan,Altima,Altima,2.5 SV,8643720,FALSE,medium,Black,Black,medium-Non-white
da2a423327c7,2014,BMW,3 Series,3 Series,335i xDrive Gran Turismo W/Premium Pkg,8699055,FALSE,medium,Red,Red,medium-Non-white
da5e65183070,2016,INFINITI,QX60,QX60,Base,9558157,FALSE,medium,White,White,medium-White
db1e4a7394fb,2014,Buick,LaCrosse,LaCrosse,Premium I,8894743,FALSE,medium,White,White,medium-White
db2f15e4721e,2013,Lexus,RX 350,RX 350,Base w/Premium Pkg,8837473,FALSE,medium,Red,Red,medium-Non-white
db446117a45f,2014,Honda,Odyssey,Odyssey,EX,9995700,FALSE,medium,Black,Black,medium-Non-white
db8a22399482,2013,Cadillac,SRX,SRX,Performance Collection,8719045,FALSE,medium,Black,Black,medium-Non-white
dbb08e29b809,2011,Kia,Sorento,Sorento,LX,8603312,FALSE,medium,White,White,medium-White
dc057deac312,2016,Chrysler,200,200,Limited,8618282,FALSE,medium,Gray,Gray,medium-Non-white
dc53ba6d89dd,2015,Toyota,4Runner,4Runner,SR5,8648076,FALSE,medium,Black,Black,medium-Non-white
dc549ca57e59,2012,Cadillac,SRX,SRX,Luxury Collection,8897513,FALSE,medium,White,White,medium-White
dc8166c5b9eb,2014,Hyundai,Santa Fe Sport,Santa Fe Sport,2.0T,8661623,FALSE,medium,White,White,medium-White
dca62e900226,2014,Nissan,Frontier,Frontier,SV V6,9037767,FALSE,medium,Black,Black,medium-Non-white
dcb8fd37e361,2015,Toyota,Camry,Camry,XLE V6,8654094,FALSE,medium,Blue,Blue,medium-Non-white
dcb9ddbddf1d,2013,Honda,Odyssey,Odyssey,Touring,9947036,FALSE,medium,Black,Black,medium-Non-white
dcd50c2a211a,2014,Kia,Sorento,Sorento,LX,9660904,FALSE,medium,White,White,medium-White
dcf284d29a92,2016,Toyota,Camry,Camry,SE,8698520,FALSE,medium,Black,Black,medium-Non-white
dd1445ef79e4,2014,GMC,Acadia,Acadia,SLE-2,9895318,FALSE,medium,Black,Black,medium-Non-white
dd778e161b11,2013,Nissan,Rogue,Rogue,SV,8885023,FALSE,medium,Black,Black,medium-Non-white
dd8523a50855,2014,Ford,Fusion,Fusion,SE,8715206,FALSE,medium,Gray,Gray,medium-Non-white
ddd2f1629897,2014,Audi,Q7,Q7,3.0T quattro Premium,9356563,FALSE,medium,Black,Black,medium-Non-white
de562c2c6a05,2013,Acura,MDX,MDX,SH-AWD,9913206,FALSE,medium,Black,Black,medium-Non-white
deb2241b5d76,2013,Cadillac,SRX,SRX,Luxury Collection,8903423,FALSE,medium,White,White,medium-White
decb221047cd,2014,Nissan,Rogue Select,Rogue Select,S,8841509,FALSE,medium,Red,Red,medium-Non-white
dee6b6ff7865,2013,GMC,Terrain,Terrain,SLE-2,9700220,FALSE,medium,White,White,medium-White
def604a092a7,2014,INFINITI,QX60 Hybrid,QX60 Hybrid,Base,9075990,FALSE,medium,Black,Black,medium-Non-white
df498fd5b28d,2014,BMW,3 Series,3 Series,335i xDrive Gran Turismo,8729966,FALSE,medium,Red,Red,medium-Non-white
df666d6e1734,2013,Chevrolet,Equinox,Equinox,LS,9587648,FALSE,medium,White,White,medium-White
df74648c7553,2014,Kia,Sorento,Sorento,SX,9711582,FALSE,medium,Red,Red,medium-Non-white
dfc22ee2237d,2012,Nissan,Rogue,Rogue,SV,8865831,FALSE,medium,Black,Black,medium-Non-white
e047696f5729,2013,Ford,Taurus,Taurus,SEL,8954133,FALSE,medium,Black,Black,medium-Non-white
e0deda6ea3d5,2014,Ford,Flex,Flex,SE,8737312,FALSE,medium,Gray,Gray,medium-Non-white
e0e2eb51a702,2013,Toyota,Avalon,Avalon,Limited,8664861,FALSE,medium,Blue,Blue,medium-Non-white
e14872607063,2013,Ford,C-MAX Energi,C-MAX Energi,SEL,8665453,FALSE,medium,White,White,medium-White
e168140f2d38,2014,Toyota,Camry,Camry,XLE,8637454,FALSE,medium,Red,Red,medium-Non-white
e2399e0c42c1,2014,Mercedes-Benz,M-Class,M-Class,ML350 w/ Premium Pkg 1,9557422,FALSE,medium,Black,Black,medium-Non-white
e24ee4eccccf,2011,BMW,X3,X3,xDrive28i,8656339,FALSE,medium,Black,Black,medium-Non-white
e2ced3bd91fa,2015,Ford,C-MAX Energi,C-MAX Energi,SEL,8684744,FALSE,medium,White,White,medium-White
e2e8c087ba9d,2013,Ford,Taurus,Taurus,SE,9476754,FALSE,medium,Gray,Gray,medium-Non-white
e359826402a6,2014,Chrysler,300,300,Base,9281497,FALSE,medium,Blue,Blue,medium-Non-white
e388018ab0cd,2014,Cadillac,SRX,SRX,Premium Collection,9739481,FALSE,medium,Black,Black,medium-Non-white
e3928f6c510d,2016,Toyota,Camry,Camry,LE,8698694,FALSE,medium,White,White,medium-White
e3bb5ce04510,2013,Acura,TL,TL,Base,8599937,FALSE,medium,Black,Black,medium-Non-white
e3c31e56b99c,2014,Kia,Sorento,Sorento,Limited,9007995,FALSE,medium,Black,Black,medium-Non-white
e463ff07f682,2014,GMC,Terrain,Terrain,SLE-2,8732092,FALSE,medium,Gray,Gray,medium-Non-white
e4b31bbc2516,2014,Ford,Fusion,Fusion,SE,8698566,FALSE,medium,Black,Black,medium-Non-white
e4cbfc3cd0d4,2014,GMC,Terrain,Terrain,SLT-1,9812610,FALSE,medium,Black,Black,medium-Non-white
